ID,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA12,PEOE_VSA2,PEOE_VSA6,PEOE_VSA7,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA7,EState_VSA8,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumSaturatedCarbocycles,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_Ar_NH,fr_COO,fr_COO2,fr_NH1,fr_NH2,fr_Nhpyrrole,fr_allylic_oxid,fr_amide,fr_benzene,fr_bicyclic,fr_halogen,fr_imidazole,fr_priamide,fr_unbrch_alkane,LogP
0,0.1955555555555557,0.6583761664660932,161.164,154.10799999999998,161.058911844,60,1.25,2.0,2.583333333333333,2.53042684663605,2.5900168530532595,415.1229460443196,8.388905057061258,6.242213231911951,6.242213231911951,5.877010097711746,3.520988731339925,3.520988731339925,2.37426845998544,2.37426845998544,1.5686657378456377,1.5686657378456377,1.0011536840919268,1.0011536840919268,1072.9009829736851,6.844729127323647,2.653856210970405,1.0292838246409677,68.31018616233429,0.0,0.0,10.03832254268487,30.33183534230805,5.156663257125445,4.629038936893349,0.0,10.31332651425089,0.0,0.0,35.81954229376582,11.257379486545457,5.48770695145777,0.0,0.0,10.31332651425089,0.0,0.0,34.9608742792014,0.0,11.257379486545457,65.67,0.0,0.0,5.693927994848461,5.563451491696996,0.0,30.33183534230805,14.94236545114424,0.0,0.0,13.39207671957672,0.0,9.455644368858655,0.0,0.0,0.0,12,2,4,0,0,1,1,2,3,2,4,1,0,1.513743908913158,2,1.1491699999999998,42.14440000000001,0,0,0,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,3.093
1,-0.0013681027966738,0.9185208163856596,290.16,278.064,289.010226104,86,1.0,1.6470588235294117,2.294117647058824,2.332282781957468,1.9582739494274897,493.39047628592266,12.08757566981053,9.189471967366272,10.775468506480976,8.237183443017884,5.3322639704919705,6.125262240049323,3.717444614990941,4.63312014378263,2.335484560322976,2.864150073361211,1.5196608652042762,1.7839936217233934,8918.649358205357,11.863212248275616,5.638977722000272,3.713469028048214,108.79731344364738,5.316788604006331,5.907179729351506,4.794537184071822,46.2617792402574,29.82891976554344,4.794537184071822,27.524509901984416,0.0,0.0,6.4208216229260096,64.63347462368391,0.0,5.316788604006331,0.0,15.929943897949348,5.907179729351506,11.21535880699783,5.563451491696996,59.07002313198691,0.0,0.0,29.1,0.0,4.794537184071822,6.4208216229260096,15.723557282212973,0.0,54.59730361615449,21.24673250195568,3.35274113446011,11.743957270408163,2.857842970521542,-0.0013681027966738,17.235267528754182,0.399706278344671,0.0,0.0714285714285714,17,1,2,0,1,2,0,2,1,1,3,0,0,3.935081739963938,2,3.630300000000002,72.91770000000002,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,5.245
2,1.1782407407407407,0.5226646838543858,112.19699999999996,104.13299999999998,112.034671256,38,1.7142857142857142,2.571428571428572,2.857142857142857,2.139132575078347,2.762608341443769,118.73595983423267,5.112884175122364,4.347405879219288,5.163902460147014,3.431851652578137,2.4558283786687483,3.3354811899236427,1.432916883402624,2.4651620657643774,0.9285627862891372,1.949287718278157,0.5137569180371341,1.1694857302279316,66.31310982742876,4.849253731343284,2.123680215888008,1.0309552120491483,47.80165061870167,0.0,0.0,0.0,12.990104268152232,17.867251461853535,0.0,11.336785877934735,0.0,0.0,13.344558822616634,22.389944101090435,0.0,0.0,0.0,11.336785877934735,0.0,6.4208216229260096,11.800884393391923,17.512796907389134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.297968816627307,11.336785877934735,24.43653410707976,1.8229166666666663,1.4722222222222223,2.109953703703704,0.0,4.244212962962963,1.1782407407407407,2.172453703703704,0.3333333333333333,7,0,0,0,0,0,1,1,1,0,1,1,0,1.4711806015821192,1,2.3105,33.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.294
3,-0.4961574074074075,0.5497648378656134,241.682,229.586,241.073037684,86,1.4375,2.125,2.75,2.739756330000508,2.347450626466556,469.3437147297444,11.543605595440512,8.937254626731468,9.693183572749923,7.702708600407234,4.774107366877131,5.210543147349116,3.247679636525847,3.694835966455039,2.0964783416229813,2.432743740551379,1.4008186579361632,1.7061739272293814,6331.576878631173,10.94135574109372,4.524707061706391,2.16224158301388,97.14681196827708,14.704819995694466,5.897745344357611,0.0,11.600939890232516,6.923737199690624,4.736862953800049,23.3343050203474,9.967957041894415,14.977214197907006,18.46660068003088,18.01187059783539,0.0,5.618183454609236,0.0,11.600939890232516,40.35398319362709,4.736862953800049,6.923737199690624,27.370901341133163,0.0,0.0,77.89,11.542863480340252,0.0,17.351548584724117,0.0,0.0,0.0,24.945171239801425,6.098081380700427,18.469225718065005,0.0,1.064134542705972,-0.4117901234567902,3.478243575207861,1.7692332766439909,0.4444444444444444,16,2,6,0,0,0,1,1,4,2,7,2,0,3.0941518491480324,2,0.6538999999999997,61.688400000000016,0,0,0,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,2.254
4,0.3310185185185186,0.5340885234757722,88.14999999999999,76.05399999999999,88.088815004,38,1.5,2.0,2.0,1.3485878960124225,2.6272148478988635,25.11941547876375,4.99156383156272,4.438777427062679,4.438777427062679,2.770055610029662,2.3791765948599526,2.3791765948599526,1.906128782462144,1.906128782462144,0.7064497140632062,0.7064497140632062,0.2581988897471611,0.2581988897471611,14.834466856136649,5.959999999999999,3.1616129032258065,3.96,38.99325323761199,5.106527394840706,0.0,0.0,13.847474399381248,12.338727669087405,5.106527394840706,0.0,0.0,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,0.0,11.713409359353625,0.0,20.268296022307258,0.0,0.0,0.0,20.23,0.0,0.0,12.52478801067431,6.4208216229260096,0.0,0.0,13.847474399381248,0.0,0.0,8.236666666666666,0.6481481481481479,0.0,0.9305555555555556,4.517962962962963,1.0,6,1,1,0,0,0,0,0,1,1,1,0,0,3.140535483870968,0,1.0248,26.54079999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.939
5,-1.444477646053293,0.1777211704725426,730.8660000000002,684.498,730.347883192,280,0.8518518518518519,1.5,2.185185185185185,3.551885228173549,1.1585389363285818,2072.2660502585595,37.93178169464274,30.55851933229363,30.55851933229363,26.06659103891078,18.683226778517675,18.683226778517675,14.7571999907384,14.7571999907384,11.051062426097635,11.051062426097635,8.409773775177587,8.409773775177587,1523628430180.3804,36.87974075808754,15.87408438902814,7.758024578971322,313.7741794730052,20.223135460548,17.721539188054518,33.85657417215679,78.86277189000094,60.77873570434404,29.07921331519981,46.15050858160929,25.00049631750497,10.91031077879706,88.80950945341198,107.81633700516664,0.0,10.633577208012662,0.0,0.0,92.16396662386514,38.56454838805188,60.51273697348348,96.11838726271132,0.0,10.902924932081056,153.41,30.260603387530256,29.07921331519981,17.624908615225834,42.19641368956282,11.49083684748198,84.92913895846256,15.62598194064833,0.0,75.39751142132823,18.203452339818128,-1.6715044572451845,23.664945019239955,3.667284381974633,1.787869330748621,0.3809523809523809,54,3,12,1,4,3,1,4,8,3,12,4,1,10.841335500728931,8,3.647500000000002,203.30469999999943,0,1,1,1,0,0,0,2,0,0,0,4,3,3,0,0,0,0,3.98
6,1.1043981481481482,0.6398670459189313,179.288,166.184,179.076870416,64,1.5,2.4166666666666665,3.0,2.5788405003677566,2.1579595196670645,274.0385031103938,8.38890505706126,7.286183306281968,8.102679887209694,5.860173345306137,4.275314150074511,5.154966961329406,3.2189072866199795,4.166601479618852,2.249887273828131,3.195310232248594,1.4557602724631384,2.253408875892918,1093.4283721559289,8.019146722164411,3.416656751933373,1.5937716262975783,77.32581856077799,4.899909730850478,0.0,0.0,12.142387175295491,30.48802797459999,0.0,16.909890408004003,4.899909730850478,0.0,6.4208216229260096,28.46596420792432,0.0,0.0,0.0,11.336785877934735,25.037094525352817,0.0,11.297968816627307,23.58881701422301,0.0,5.573104530069267,3.24,0.0,0.0,0.0,6.544756405912575,23.41582975260915,11.336785877934735,35.53639872775068,1.843867157974301,3.791666666666667,2.147314814814815,0.0,4.334305555555556,3.5479629629629628,2.3025462962962964,0.4,12,0,1,0,0,0,1,1,2,0,2,2,0,2.283222649418952,2,2.4670000000000005,54.41000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.838
7,0.1031085443436636,0.6568620208125956,260.2970000000001,244.169,260.127325752,100,1.105263157894737,1.894736842105263,2.526315789473684,2.414630182039608,2.412475024623012,687.5279518203245,13.828062645816685,10.833004438872775,10.833004438872775,9.134560252985372,5.747235793480349,5.747235793480349,4.043467533811317,4.043467533811317,2.830321757955952,2.830321757955952,1.837488601177329,1.837488601177329,20954.16071973972,12.94408163265306,5.429196168263224,2.846938775510204,109.62041208818718,19.44168294949452,0.0,10.818567211583044,0.0,18.19910120538483,9.473725907600098,0.0,9.967957041894415,0.0,6.4208216229260096,46.6287381664589,11.49902366656781,20.579616313667103,11.49902366656781,0.0,24.18755212444948,6.4208216229260096,11.126902983393991,24.395944776997908,0.0,0.0,97.74,0.0,0.0,6.4208216229260096,22.6259266499618,0.0,18.19910120538483,9.967957041894415,0.0,5.376877047115142,15.198177086044602,1.488473586965651,5.547662089527169,2.173184051398337,0.0,0.2307692307692307,19,4,6,0,0,1,1,2,4,4,6,1,0,3.698734652720336,2,0.90974,69.2048,0,0,0,2,2,0,0,4,0,2,0,0,1,0,0,0,0,0,2.924
8,0.7453703703703707,0.5946242148492836,197.064,191.016,195.984655552,60,0.6666666666666666,1.0833333333333333,1.5,2.1225522925661964,2.946471324842402,380.60813525322834,8.55204176387779,6.22003056115621,7.73188845319312,5.787693700234703,3.6159983447218127,4.371927290740268,2.574792376651463,3.389192630132676,1.8176578898091784,2.4768343318892696,1.22552664177273,1.681103020482518,768.3639299089631,7.904940317669151,2.9648422496570634,1.1739313423318096,80.71960010499551,0.0,0.0,0.0,47.46734805431147,12.13273413692322,0.0,33.97432820939462,0.0,0.0,0.0,46.44346903825231,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,36.39820241076966,10.045266627482652,10.772448428929591,0.0,0.0,0.0,0.0,20.817715056412244,0.0,36.39820241076966,0.0,11.94074074074074,0.0,3.503086419753088,0.0,11.445061728395062,0.0,0.0,0.0,12,0,0,0,0,2,0,2,0,0,2,0,0,1.953075086236919,2,4.146600000000002,53.96800000000002,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,6.216
9,0.7181481481481484,0.5946242148492835,197.064,191.016,195.984655552,60,0.9166666666666666,1.75,2.583333333333333,2.065241529731591,2.8771445584268407,421.10813525322834,8.552041763877789,6.220030561156209,7.731888453193118,5.770856947829097,3.6100152805781054,4.36594422659656,2.6052934471206104,3.4489293543332,1.7909784711487635,2.3556637949765475,1.2067100155242605,1.615215753899453,716.638810816862,7.904940317669151,2.9648422496570634,1.2816760730896792,80.71960010499552,0.0,0.0,0.0,41.40098098584986,23.585325419849624,0.0,33.97432820939462,0.0,0.0,0.0,46.44346903825231,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,36.39820241076966,10.045266627482652,10.772448428929591,0.0,0.0,0.0,0.0,20.817715056412244,0.0,36.39820241076966,0.0,11.802374023683546,0.0,3.5871913580246924,0.0,11.49932350718065,0.0,0.0,0.0,12,0,0,0,0,2,0,2,0,0,2,0,0,1.953075086236919,2,4.146600000000001,53.96800000000002,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,5.938
