ID,LogP,embed_pca_7,embed_pca_2,embed_pca_1,FP_650,embed_pca_12,embed_pca_6,embed_pca_5,FP_659,embed_pca_4,FP_561,FP_942,FP_366,embed_pca_65,FP_875,embed_pca_0,FP_356,embed_pca_8,embed_pca_68,FP_726,FP_171,embed_pca_10,embed_pca_56,embed_pca_37,embed_pca_54,FP_626,embed_pca_3,FP_222,embed_pca_123,embed_pca_14,embed_pca_42,embed_pca_97,embed_pca_18,embed_pca_66,embed_pca_29,embed_pca_55,embed_pca_102,embed_pca_13,embed_pca_79,embed_pca_113,embed_pca_19,embed_pca_16,embed_pca_77,embed_pca_87,embed_pca_86,embed_pca_59,embed_pca_62,embed_pca_63,embed_pca_80,embed_pca_27,FP_820,embed_pca_21,embed_pca_25,embed_pca_124,embed_pca_23,embed_pca_58,embed_pca_78,embed_pca_104,embed_pca_84,embed_pca_51,embed_pca_69,embed_pca_93,FP_463,embed_pca_100,embed_pca_57,FP_1019,embed_pca_32,embed_pca_110,embed_pca_41,embed_pca_81,embed_pca_9,embed_pca_90,embed_pca_35,embed_pca_125,embed_pca_108,embed_pca_11,FP_550,FP_577,embed_pca_26,embed_pca_88,embed_pca_28,embed_pca_89,embed_pca_24,FP_786,embed_pca_53,embed_pca_83,embed_pca_116,embed_pca_52,embed_pca_91,embed_pca_50,embed_pca_107,embed_pca_31,embed_pca_72,embed_pca_47,embed_pca_120,embed_pca_73,embed_pca_15,embed_pca_49,embed_pca_64,embed_pca_121,embed_pca_82,embed_pca_98,embed_pca_95,FP_389,embed_pca_117,embed_pca_92,embed_pca_109,FP_541,embed_pca_112,embed_pca_17,embed_pca_96,embed_pca_30,embed_pca_94,embed_pca_85,embed_pca_76,embed_pca_33,embed_pca_70,embed_pca_67,embed_pca_75,embed_pca_36,FP_1011,embed_pca_119,embed_pca_99,embed_pca_39,embed_pca_105,embed_pca_60,embed_pca_38,FP_853,embed_pca_74,embed_pca_61,embed_pca_103,embed_pca_22,embed_pca_44,embed_pca_20,embed_pca_118,embed_pca_127,embed_pca_114,embed_pca_122,embed_pca_115,FP_715,embed_pca_40,embed_pca_48,embed_pca_126,FP_735,embed_pca_43,embed_pca_101,FP_151,FP_842,embed_pca_71,FP_114,embed_pca_106
0,3.093,0.745012592881167,0.2723012508180465,1.075449131212148,-1.0,0.008429131903150104,0.4848244837694678,-0.2847441459373455,0.0,0.012204888129846098,0.0,0.0,0.0,0.9524648293354198,0.0,-0.154649372622705,0.0,-0.6342834301087832,0.7815807001099662,0.0,0.0,0.9697669315027774,0.13108576908196193,-0.1889787103535518,0.11521138197582685,0.0,-1.0196283218950106,0.0,0.1977703906505555,0.1719063635969124,-0.1314099264083533,-0.7881153742449829,-0.5335521798002639,0.25017823533103095,-0.7654258842188101,-0.4751254302534045,0.58317684039904,0.3569564326408484,-0.321397800154695,0.3016353445510257,0.08986485823991981,0.7697115929343139,0.1283189153899525,-0.08553973997404674,0.16695435109212994,0.11728051451138334,-0.0024109694942536014,-0.14284370209547728,0.2947229108290903,0.255162088914585,0.0,-0.2834007911916508,0.7111154436294881,-0.9999977864049279,-0.2816531264810561,-0.3462557189614369,0.3163987114818004,0.10820206607244992,-0.7928477264489744,-0.37932662816557283,-0.09335668335686434,0.41819385908409956,0.0,-0.16158267361126827,-0.23295705671872632,0.0,0.37202105561183213,0.26954473453256345,0.08470506566882327,-0.10807560309775226,0.07795094581414452,-0.5462840180603475,-0.044201729421042404,0.8289241291661972,-0.6224677664949428,-0.39266076695869706,0.0,0.0,-0.1763316226313586,0.4496732006163785,-0.3954215972858613,-0.3654307366807298,-0.023806727742830075,0.0,0.14819832504521344,0.5039161971607243,-0.5018458727808444,-0.6418585051069003,0.3863807335637233,0.5351789621378517,0.015372191892962888,0.5868843509427843,-0.0511832163332873,0.46592929815435014,0.2574975620696875,0.4967277924944239,-0.42888787584467897,-0.6388495183077489,0.0,0.36772524770866266,-0.45389495708522876,-0.9607145121211501,-0.11233201702706318,1.0,0.340612396890064,0.10200332646040124,0.26120976590255846,0.0,-0.2265479895896379,0.08092595762245802,0.3171763648680903,-0.1591526998466405,-0.5024613909184711,-0.8184534789161321,-0.3522338677404071,-0.2142539659344761,-0.29057987271631786,-0.011520272105904417,0.02046504870955604,-0.17555707975126703,0.0,-0.38298163897026904,0.054395114767735495,0.4814623822556127,-0.7965773873759949,-0.6174681018704035,0.3716315659278741,0.0,-0.17568077774047092,-0.10724604816836858,-0.6575151007142153,0.38693241053771504,0.30600527400142635,0.25252393193265094,0.01864418147310245,0.37870852014372497,0.24665309500616545,0.17067220031871416,-0.6322986448115877,0.0,-0.23733802336565585,-0.11795468483010764,-0.3526668073559943,0.0,-0.13405949343236903,0.9794858217325716,0.0,0.0,-0.5847927904338832,0.0,-0.09933444743519582
1,5.245,-1.6645686569852427,0.2225654414859567,0.7548908266552344,0.0,-0.14375403378801158,0.7351238434962488,0.04084464272005554,0.0,-0.15993472703554615,0.0,0.0,0.0,-0.18375081177246236,0.0,-0.42181685250280065,0.0,0.1926501341668583,-0.0703276823313834,0.0,0.0,0.3833208580818631,-1.747974420775166,1.7803294900623525,-1.452874137574675,0.0,-0.4036562875472084,0.0,-1.7492562562601166,-1.5774040669252551,-0.8493116767420897,-0.8234155428967196,-0.26349305730788,-1.3700873612064066,0.22534234935451034,0.27267359339439834,-0.8936719851964621,-0.006332742816340833,0.7128130348990203,-0.621072111069088,1.4366271030737727,1.816709957417645,0.007878373323521076,0.06896189758561495,-0.1212998878843998,-1.3185305822578035,-0.36791302224370537,1.3693174393934697,-1.3208909250881848,1.2406683202249065,0.0,-0.8988270596066598,-1.5774660731027645,-0.8470255712298042,0.6449605505611872,0.7652135527406074,0.7293554716876579,2.2448579413726835,0.25966728526639477,0.04858752840054514,-0.5613343522159596,0.8203958731877924,0.0,1.3309447821048972,-0.3223163008421309,0.0,0.9750552616375291,1.584827883200899,0.7343321461625163,1.0475054468513418,-0.2921732908666868,-0.46207289320490214,2.5524266745568274,-0.93679054222444,-1.2147976748480132,0.803883340856394,0.0,0.0,-1.4574619085730216,1.5560140916223357,-2.467277964791534,-0.6494713051027786,-2.1064414478020987,0.0,0.03934092818738199,-0.3394862363013371,-0.06424768752683047,1.6160342861995713,-0.5565602685955936,1.0571899079782126,1.883773615590864,-0.5729723422761189,0.17562195128311073,1.189909559514465,-1.4944696023962272,-1.2410519205885886,-0.05407518216786188,0.8900423305629696,0.1259463331579115,-1.8633519774102185,0.030944237666733317,-1.4630623167415269,0.35143319609721557,1.0,1.030105782145917,-1.0425564300250605,-0.5363952889160162,0.0,0.5007442812579895,0.8359679170004588,-0.41141290555166055,3.1077479646607986,-0.46656642551543037,0.4386830761606548,2.374267445036956,-3.2279825040505514,0.37395873137762925,0.7756273251226744,-0.3531092852571077,2.0440052962033266,0.0,-0.5074634800153248,-0.5431149534102443,-0.4136603483910892,-1.3042537492511508,-1.6146213784195864,-0.8260781595746002,0.0,-1.083582481697723,0.30344901631731885,0.868902314052635,2.0915575192432687,0.2860576020658997,0.19612340579391768,-0.6216669651916648,0.6579824442165542,0.8926069055106205,0.1492062115847077,-0.6281091897712017,0.0,-0.735209656229175,0.9859329563871818,-0.4120023986113892,0.0,0.6342359644866816,0.5222063459029304,0.0,0.0,-0.27612339188564455,0.0,-1.0734671891602152
2,4.294,-0.11874934778158217,-0.3759802125833648,0.21291742221695983,-1.0,1.2347587501604185,-0.5080857925575938,0.45230609773060504,0.0,-0.4766595146193088,0.0,0.0,0.0,-0.4502977872568935,0.0,-0.2514099861782739,0.0,0.7354056674102236,0.7035599800661256,0.0,0.0,0.3036830601480769,0.7485096022637513,-0.5263556377526564,0.09346092397774544,0.0,0.8303131056237553,0.0,1.4687695545116046,-0.0094089948480514,0.2772216570938902,-0.6995162691932988,-0.4499179033406631,-0.6777060262616329,0.3856138088695802,-0.3382259105700114,0.8588028021363451,-0.06467105612884722,-0.29633341121213064,-0.19788672328195284,1.1986133353633428,-1.0097884009581286,0.5531772175958266,1.1725811110564908,0.663197947337804,-0.2033533124107779,0.14147598970512812,-0.34935967849516164,-0.7541596992471442,-0.39892188817802143,0.0,-1.9514818031997179,0.4681643154205255,0.6859157286077392,0.2903462698641545,1.417606368680489,1.235942307998405,-0.9757304270323681,0.19087713601307854,0.7390298457120582,-0.6433188665454372,0.5444246688316351,0.0,0.39893592690080687,-1.3247140445668835,0.0,-6.526990335971524e-05,0.7807444806273653,1.0143397309660345,1.7821416996218937,0.30280032646462907,1.5509349972745285,-0.044201729421042404,0.3541378699109229,-0.3672984325372286,-0.08493876770571204,0.0,0.0,0.09052090117298581,0.20482554919739,0.3863996076057155,-1.3561667433834597,-0.5887948016792658,0.0,-2.1969991923387213,1.2389689306781462,0.22563936869337126,-0.7312922646898078,-0.7246390765114222,0.7466093608518699,-0.8568398652824271,0.4166566148179454,0.2913900801726591,-0.15516062590661311,0.32315289531304137,-0.4908477597928239,0.4599353296794483,0.35269871642515566,0.7856881186678634,-1.21122552496892,1.4496542093124685,-0.10185555597724179,-1.1575695149277276,0.0,-0.8800214345986331,-0.5396672795439015,-0.33613157065340404,0.0,-1.3977013614763139,-1.8217763929232895,1.5405349859464201,-0.7216870404729449,-1.3814618691691194,-0.17465265465449292,-0.7206632920590741,-0.1944659678960261,-0.8088628295486772,0.628855098265728,1.2934847722465648,0.9381737520899406,0.0,0.1659126928784538,0.29886813412749225,0.2211530585110591,0.6709287773876278,-0.4562865040673567,1.0880931243366934,0.0,-1.702935910064554,-1.512869411518449,0.3470320607112527,-0.7812682494968568,0.4668585365528,-0.2045851371394227,0.2099685990799944,1.0000852149874706,1.0551285129655086,-0.8638432301670422,0.34175694277283475,0.0,0.6630282225833071,0.44067857575193486,-0.16683639457897986,0.0,-0.01282978538257031,0.08220412427713335,0.0,0.0,0.8170030808559805,0.0,-0.7089430792560307
3,2.254,1.8622740386313754,0.3790770320543162,-0.35787764647406767,-1.0,-0.13949051533282408,0.05116020755812664,0.22281687366217712,0.6931471805599453,-0.5491018471438587,0.0,0.0,0.0,-0.27282857669903227,0.0,-0.42181685250280065,0.0,-0.5894153656414506,-0.776993380857216,-1.0,0.0,0.7344906242917469,-0.43135058831205814,0.2139379443198728,-0.735363876868231,0.0,-1.561122963350195,0.0,0.8439977205853403,0.5371515857032796,-0.21353994479483707,-0.43888789238710635,-0.6342101238283436,-0.42595082732596845,-1.7167573233990936,-0.5227485068627634,-0.5837455162258525,0.43813588642300383,0.6055574048434353,0.3191761383298936,-0.028581620885142284,0.543378760275284,-0.5621849452390532,-0.9346740508214179,-0.970343010199306,0.3840216278407426,-0.06144631621651719,0.306399824792623,-1.160228123368529,1.2362714104485466,0.0,-0.1071011491893836,1.6874725947536235,0.9819367949845969,0.015290113204609221,0.6744688474418947,0.5742277581847257,0.3810776366681939,-0.5101869386381372,0.11090366292930247,-0.9921530215474295,0.8566889730771536,0.0,-0.42041015299002166,0.17724634921153876,0.6931471805599453,-0.4854200645158731,-0.26886511303286303,-0.01053085143665869,0.10082027670729513,1.2283858933258256,0.23780368076158895,-0.044201729421042404,0.66203439552776,0.6993439808284893,-0.852559925583086,0.0,0.0,-0.669810219898523,-0.6628052451593477,-0.4054126702287933,0.12632834071470628,-0.3461241639707917,0.0,-0.24616342650541284,0.12464611493273892,0.9847929505316873,-0.5670839061785998,0.3297300915975737,-0.4319041837042721,0.4868265791996221,-0.09692804386073932,-0.6095413034312495,0.6529629765910168,-0.4921504005403037,-0.13869178209225644,0.21308590205506076,-0.12306181787209407,0.0,-0.49051638718398727,0.6244306108223544,-0.36180627259739184,-0.6041977100859375,0.0,0.8903134459945341,-0.5529729089107744,0.16716766518774304,0.0,-0.8568231979442482,0.7992311543356643,0.14035266553071274,0.49675187966398615,0.03159979998733301,-0.6314132666840998,-0.7364642878193146,0.27168540108822176,0.2935559194059333,-0.23003938315412054,0.5025324407683812,0.8027476690667723,0.0,0.7861672320192967,0.5719001964843539,0.17640687560531504,0.1118031851370837,-0.5367885241388378,-0.022325239430087587,0.0,0.7828992530155449,-0.67056319047191,0.12893148508473923,0.5278940788181264,0.5079113264471591,0.8058600993840348,-1.4780527357556728,-0.12114963652392244,-0.0540472978546942,1.1670191348426369,0.37163930767870623,0.0,1.2496854258033137,0.23074544704194405,0.07676650077443578,0.0,-0.294125534374767,0.043677308998479956,0.0,0.0,-0.9706239888444754,0.0,0.29246495314354587
4,1.939,0.539947064244545,-0.8665042538418025,0.3703472165478391,-1.0,-0.22072348906676578,-0.9304550380904271,0.132555154705613,0.0,0.21244432489734996,0.0,0.0,0.0,0.37115181602955993,0.0,-0.42181685250280065,-0.6931471805599453,-0.055809097341986455,-0.3670891447008434,-1.0,0.0,0.18476885602258766,-0.11581329906570627,0.34625747117836786,-0.41594999376497765,0.0,0.7347407587434127,0.6931471805599453,0.4120526206103106,0.37014727367162237,-0.13194516305299295,-0.7172282632255014,-0.5544737918828374,-0.5517684371566028,-0.04080073000852586,0.6083486511958764,0.10137061357456749,0.535143431170521,0.1044688718911846,-1.2406833349339195,0.3950035848758901,0.009088949498937612,-0.005737114939171796,-0.3994876422193922,0.8404693806022306,-0.20670226047126442,-0.11521006255097249,-0.2174997015424647,0.4678794862487269,0.014535113989839678,0.0,-0.06543233447013387,-0.5600541710339756,-0.33793701200086174,-0.3747412481319801,-0.6788404810173848,-0.14946129784458725,0.5518831650963485,0.4016779756277011,0.025493102966236355,-0.42787885047790447,1.072810658903603,0.0,0.040329183110723386,-0.5826982502887157,0.0,0.18621619620830746,-0.03427905708903923,0.4911188193086128,-0.4582674975818601,1.2715306119478222,0.20359372248920937,0.02257248687822395,-0.09116659716121227,-0.2970707390621884,0.4218375347919081,0.0,0.0,0.06369864475377167,-0.13030322008751255,0.5854720891939262,-0.24734416233498724,0.47192763344366856,0.0,-0.13340288269068795,-0.35945998705172666,-0.15801233260524186,-0.1661589171704874,-0.20007894850975905,-0.8328632642987115,-0.2027029210000033,0.3024035917114598,-0.4580750976405592,-1.0154043841516849,0.5366154491150782,0.0037110933737927424,-0.16819878899075594,0.5964748600540747,0.0,-0.4468965773088362,0.13494388443241556,1.4340617426763353,1.107120773452692,0.0,-0.6525845193980585,0.479161593679253,-0.5644936281792258,0.0,0.9715738955440661,-0.05995502146975729,-0.6364787094373088,-0.32548581807720806,-0.0473837871295209,0.04508200883740348,0.7970155695971076,-0.143437163988047,-0.7158289585855924,0.7365915656849714,-0.7283131136161766,0.2103018760318896,0.0,-0.7209616836630637,-1.0409261763354776,-0.038027790943375134,-0.29349326211094046,-0.17845101164296523,0.08616144135412052,0.0,1.0614161753252818,-0.45006448891746437,0.833178012001348,-0.04574557081444571,0.5903501679209541,0.12111382634405499,-0.664895892221937,-0.20861258173023553,-0.22939092584481413,-0.18658629983808103,-1.3179260837107456,0.0,-0.2540489815772757,-0.148532822076957,-0.6714121235131948,0.0,1.0308932956990884,0.14834491093662758,0.0,0.0,0.4962835698710966,0.0,-0.8941022883810449
5,3.98,-1.0493705653338372,0.20118935992943873,-1.585568676930494,0.0,-0.6183306314673068,0.6664010113887178,0.3990814294846201,0.0,0.5336783877282794,0.0,0.0,0.0,-0.04429584661651456,0.0,2.0324394132953367,0.0,1.0979560695224375,0.98360792735374,0.0,0.0,-0.2598103501827004,-0.8103218017139019,-0.09387056399721705,0.630506690419326,0.0,-1.824748947564177,0.0,1.1377718612843088,-0.15070804703875498,-1.3664782500093746,0.28905183003537965,0.09518592435588014,-0.9252334315927021,0.6582390006230481,0.5278926692956992,0.753986585710402,-3.7137750960318012,-1.0451803548138217,-0.34152675597447535,-0.07955822921209235,0.8984296776740578,1.034851202873419,-0.8523701062210968,-0.8868844807783646,0.7803954445461427,-0.8548773417126745,0.8534488924986495,-0.8976710592472343,0.5433349573650803,0.0,-2.362849772249314,1.8614510900682304,-0.766748913785803,1.7266977111446893,-1.249960514369776,0.2894479327776068,0.35511421984979713,1.1338221478760095,1.3087359204135312,-0.3951248406402039,0.37687839005561674,0.0,-1.3292364233588077,0.7107708586331993,0.6931471805599453,2.2348495570935536,-1.5089476118989948,-1.896308648262612,1.0673965810462804,0.5560389983572068,-0.008749750728979216,1.4105445570161494,1.3645688418520405,-1.609229685955983,-1.571339904491804,0.0,0.6931471805599453,0.849766261038597,1.7261851674801663,-1.1160588791386254,-0.840308934346811,-0.5842831390929293,0.0,0.3303090732652583,-0.23729197569452304,-1.7651469225300365,1.194359658864201,-0.8564693140881507,-0.7355203594528412,-0.4140976559167863,-1.8510721413170022,-1.1461290034579845,-0.5790374044823922,-0.9219139766532172,0.3043415035062929,1.4456685107361464,0.3461050489572783,0.0,-0.4321177748635605,-1.0261645763247689,1.2525782850417844,0.48403194679870953,1.0,0.2692983268351918,1.578241556217641,0.2517828833539531,0.0,0.6873054825759409,1.227696243859641,1.0503247072610955,-1.459354821661002,-0.08744135944944473,1.307330185270688,-0.12707167414742876,-1.4865706597372048,0.13783960666771508,-0.8731753941329241,-0.7491236016194291,-0.4737600604027271,0.0,-0.8482809076836904,-0.2494684712150151,-3.2428548111144124,-1.3924503710888345,-0.4913056162326492,-1.976795078397485,0.0,0.2696681935975562,-0.46654574446492975,0.8607418554263088,-0.6561519646515754,1.1599377025607662,1.5474030107647667,-7.050174152745219e-05,-0.6167025372217068,-2.353076086044342,-0.5382108251045109,1.2600026854099926,0.0,1.282079301165818,-1.0232288454477634,-0.7391048993233486,0.0,-0.2811530778527744,0.6592324050735446,0.0,0.0,0.28541573250432034,0.0,1.4935800695879002
6,3.838,-0.14990119923961465,-0.19598237517511483,-0.12837330679837067,-1.0,0.9888574169923633,-0.048159586739341696,0.41938772543533775,0.0,-0.8635415004333614,0.0,0.0,0.0,-1.1959711570703782,0.0,0.2749673567961604,0.0,0.05722096160454673,-0.22231807221751543,0.0,0.0,0.5531707638827881,0.7347777674973751,-1.1222691003612906,-0.1544965578899185,0.0,0.2920817143078793,0.0,0.016172621651675396,0.3317319702116535,1.7910627133641357,0.8775119179603402,-0.09401441676235431,-0.6663982155111341,1.228224255733501,-0.5497592884039691,0.8061860566773852,0.27229358745464927,-1.5079771402484403,0.03489052972777882,1.1886521460353203,-0.7834362095228438,0.9907253316514341,0.4640931385624909,0.3063356154201743,0.5214042140662686,0.713509906894158,0.5443512330849415,-0.793300948795559,-0.5126006771493627,0.0,-2.8682327006159882,0.4189731657160948,-0.4436022456451814,-0.25180822355059596,1.3211530909605451,0.4660573571749302,-0.2796839439064758,0.43003976303420804,0.7500513879058847,-0.15160991365552623,0.28699178141449005,0.0,0.5843739007011233,-1.136613578625587,0.0,-0.03929814058033678,0.23310576171051353,0.3900288366503066,0.4865920241904087,0.19185957765498046,1.4635040001478252,-0.044201729421042404,-0.7859758069833884,-1.1570202825093865,0.17175471434432688,0.0,0.0,0.04173353551891278,0.1799034167859836,1.0366758274914876,0.21316215077834375,-0.9406609052708532,0.0,-2.207637899445818,0.9695690775121784,-0.16681964331454782,-0.7892072354167914,-0.981621873495367,0.022115751067372368,-1.2517257391010883,0.48298573447291837,0.9402041592201965,0.540441328703412,0.14213906331438347,-0.4280479108851991,0.6142232398636668,0.1941880641298913,0.7108766868701919,-0.1428795077763275,1.1724403887193977,0.3068382920838648,-1.697945290764318,0.0,-0.8488269141595632,-0.6269054054503984,0.49012848444599133,0.0,-1.0522845048874827,-1.4317483067259749,1.848677370722398,-0.8648648103682786,-0.541486962548291,-0.2743633780205356,-0.30601177144067004,0.34176956450204565,-0.3041733672805304,1.2035000518154706,0.8211547688658447,1.1525969871289872,0.0,-0.4606013617228465,-1.215232400072535,0.19581690803699395,-0.4456639493274424,-0.20604606980974494,0.9730918825636964,0.0,-0.744271358323019,0.1855545312746604,0.5630127019324848,-1.3800096943332083,-0.06344443622337784,0.37049303051719734,0.45460896755362706,-1.0031972596972645,0.0776328711776086,-0.8949532624495413,0.179367496845817,0.0,0.9345225356096174,0.2923631198136207,0.08398755921310586,0.0,0.6105137280501972,-0.6134507203624292,0.0,0.0,1.5507733465595006,0.0,0.42178095855569636
7,2.924,0.18892954940013904,1.1168479838002219,0.2427708859902529,-1.0,0.49921187222206603,-0.02712140206684177,0.256139786549894,0.0,0.24948898852588944,0.0,0.0,0.0,1.131000115620373,1.0,0.6405806740825147,0.0,-0.5955606811237121,0.8750976397731708,0.0,0.0,0.5445148841716697,0.6834948829026252,0.11394282159918662,-0.19007100189243206,0.0,-0.3628478983917884,0.0,0.20765325261396328,-2.132056669144479,-0.17928771343106423,0.8345453883242198,0.15280817792550858,-0.6757327162725483,0.046962650038652,0.09889661925724832,0.4591532508437555,-1.514174094646971,-0.3733506817526805,0.2867855130866683,-1.4474680579438095,-0.3042403501851299,0.3902751224683056,0.7274109899111949,0.012319990189467413,-0.2096073729037097,-0.13545273519811507,0.02247244022989022,0.7526179898416794,0.8769964482599599,0.0,-0.7591738445249855,1.546734848755896,-0.2747125105165481,-0.7363445860445308,0.5813200130066627,0.16658248180050741,0.09580159151695614,0.5772476807075094,-0.5466862505745366,-0.21426987931007738,-1.0331008538562316,0.0,0.3191495708395948,0.08395860992737786,0.0,0.9922204983535422,-0.19892824044984847,-0.377110557996999,-0.07250913966760351,0.8510074373150722,-0.3583533061928191,-0.044201729421042404,0.3984849620060383,-0.6587151723604241,0.5245510454948168,0.0,0.0,-0.6172039275522078,-0.2135785528147468,0.2700599593214409,-0.9187780751631398,-0.1600926668675191,0.0,-0.12505735659413955,0.12528849098937409,-0.4047782337800139,1.5990191474800561,-0.6671487609668567,-1.4738137658759742,0.40039076373504023,-1.2272298414807261,0.06082020998851517,-0.5934447963632106,0.832177571598872,-1.4014862685684246,-3.4403802186434254,-0.09818212545638497,0.0,0.9149089806853611,-0.5017326056482597,-0.09732477953639895,0.33356947059009356,0.0,0.6321754683348739,1.1935740538900859,-0.074846614238023,0.0,-0.15816448139082656,1.3927432551890255,0.09144959270109877,-0.22206454685765575,-0.15694438284383372,0.07825387537563802,-0.334700588637609,-0.4562400121834309,0.27039334694531336,-1.8652858794217009,0.8256049313103078,0.7859733248931773,0.0,0.06481677256205669,0.2963702599755614,-2.0198481572557685,0.18919612585410298,-0.3005626352836781,-0.5015809123298709,0.0,-0.7495521538493308,-1.5907170624306717,0.24476316422807445,0.5127049740629689,-0.7405489281577442,0.30108998546252114,-0.05389870646438836,0.33337905168145304,0.03133495080237199,0.22783034726156692,-0.16087614707507103,0.0,-0.5746462739954363,-0.1575930867724431,-0.025361992068515943,0.0,-0.09902923037382176,0.098352841251861,0.0,0.0,0.5056302259259575,0.0,-0.49261133889625186
8,6.216,0.4824360190127632,-0.6522793210653416,0.4663391168687749,-1.0,1.0444825519375927,-0.13628801095195572,-0.17769303685482501,0.6931471805599453,-0.37780462206493676,0.6931471805599453,0.0,0.6931471805599453,-1.0815161141592233,0.0,-0.42181685250280065,0.0,0.17624753959500883,1.5209247867003621,0.0,0.0,-0.38318259694151713,-0.5723863683142781,1.6399155634280358,0.3704824700093758,0.0,0.33976896665406553,0.0,1.0127320683726353,-0.8467832765188674,0.6429696479144711,-0.379606141201694,0.09412877279775822,-0.5420131598341197,-0.27098794002810855,-0.08360783944020399,-2.2767214089440686,-0.8645835886839244,0.4108004886633574,-0.4597052861708693,1.0698185584173465,-0.933869824298247,0.17715937145888927,0.7350779958559324,0.45462642542181314,0.13460576365796445,0.04918113277903791,-0.14681342695747884,0.837077920840461,-0.4585845109765297,0.0,-1.7935826244866562,1.8069790009064657,0.02540779390264275,1.196015540918526,-0.10362164261107723,0.7239013846488638,1.1870210863672452,1.4837100501677798,-0.44044455413207984,0.0574379365165032,-0.8963907294127491,0.0,-0.6532830764903973,1.2074934230443406,0.0,-0.3507175433264732,0.9222809932177911,-1.4699880623907566,0.9378234895424534,-0.5997260538419701,0.11110570365782893,0.8097070866152853,-0.9523821300100054,0.4174619117082405,-1.0707055684415903,0.0,0.0,1.2269557432544906,0.25054589534993366,-0.6682339832558499,-0.9377473361820547,-0.7711634656910953,0.0,-1.2791224897568683,0.6404940210456305,-1.4066514621663904,0.059845606368998015,1.9992415353208381,-0.05994249711919779,-1.6605751120942518,-0.4802979452896434,0.0057014842304007555,-1.384333452623374,0.5543541071159959,-0.0734132560703588,0.5724731384597141,1.0119009378672565,0.0,-0.2353993354137349,0.9252383746354651,-0.3900094922774116,1.330574665432667,0.0,-0.8679414162806697,-0.6296436480281444,1.2180037766205694,0.0,1.2643594488018968,-0.0015819984757114694,0.32047586477764095,-0.9048537911329926,0.2400994672862008,-0.02393257314735766,-0.18518540880852122,0.15442568768084092,-0.7246688870524464,-1.1914068087655907,0.10429746470166967,-1.5195454246961273,0.0,0.6613836375041464,-0.4128307169936902,-0.4783256230682384,-0.2694642528971936,0.6878845654744123,-0.36044857378518064,0.0,0.4862416908730477,1.0644972297042288,1.561908762307582,-0.6453291864278026,1.3596967752130633,0.28686440385809797,0.3354116071570806,-0.7564223269076048,0.09330134363124526,-0.3956512435994946,0.8117002483764336,0.0,0.1939135427394352,-0.8114137306643336,-1.8536556925200038,0.0,0.2922763936307928,1.216636624477425,0.0,0.0,-0.5204881476654216,0.0,-0.061665491548591446
9,5.938,0.5682410770785683,-0.6543327227834402,0.48355006207001533,-1.0,1.3990568208866057,-0.11148365789082891,-0.12770632210860594,0.6931471805599453,-0.41874454821565626,0.6931471805599453,0.0,0.6931471805599453,-1.0533418776991585,1.0,-0.42181685250280065,0.0,0.19215479330735297,1.3048058710296278,0.0,0.0,-0.47657760317649267,-0.788874922216611,1.9737319083699318,0.2790093740383414,0.0,0.37951580600591217,0.0,0.6284611886476497,-1.2359866597954507,-0.4063392339943081,-0.4744012392806545,-0.4676926244280434,-0.24237207873648642,-0.19056873814195832,0.10975243070421084,-1.4834091073331166,-1.4489629883689141,0.9668049560978511,-1.1454182694923385,0.2806234740884164,-1.0421452594399119,-0.2435870506548997,0.07398568282244547,0.21892609510136804,0.08186884548453728,0.2839064709072071,-0.5651725900023038,1.1574121813237348,-0.3838139072334168,0.0,-1.7005459841926442,1.42099345420134,-0.051408940247256764,1.5049476452784216,-0.3599753422035761,0.9226070746230085,0.8277547583980485,1.668530571991478,-0.6693849710502742,-0.1706832715779753,-0.8482850376190171,0.0,-0.4764160456570924,1.3363463497413532,0.0,-0.30592580814539894,0.4626383370090198,-0.2936784398953219,0.968685335159876,-0.6330817911251558,0.042356903397091174,0.6372941080308218,-0.9744027005181175,0.054251058212098295,-1.2881623465445882,0.0,0.0,0.9928210107286457,-0.37358693922450015,-0.5684475161105289,-0.5552555795592466,-0.6204062059664502,0.0,-1.4858915245231237,0.7351342556754367,-1.1065440800013324,0.17725556045960902,2.0770433448291508,0.047899521628259334,-1.4598208913408595,-0.6050355847677285,-0.22885197885564548,-1.6420118286206984,0.4967963046846152,-0.02640901958465212,0.6834304300076706,1.5561651145658542,0.0,-0.08277213363895833,0.9518328645921524,0.3265915600430554,1.4234432629914886,0.0,-1.096946081554141,-0.0690425147219272,1.3850558824329287,0.0,1.398534183590588,-0.20379157861669364,-0.05149448842150199,-0.7565081263252664,-0.07967725345865491,-0.2322045009007269,-0.07398777632632941,0.37645985844806384,-0.45713483767919194,-1.195968331830947,0.13209830671371547,-1.4016206648325078,0.0,1.0164617503463584,0.7267283973789799,-0.5905111998811979,-1.204618979262372,0.6740341095799873,-0.2638607936016379,0.0,0.811937648807796,0.8783689486372146,0.9659444631139434,-0.360941322025235,0.15367405662509312,0.2699519293719127,0.24176683505977348,-0.8779107054429073,0.2077050451311336,-0.14082538970882186,1.318779843082491,0.0,0.34952214726144115,-0.539420970261406,-1.3928840899635841,0.0,-0.054160292332030326,0.892431422812306,0.0,0.0,-1.414943904831628,0.0,-0.41289307557677407
